Time	pre	pre	tem	tem
20091030/1200	0	7.7	-2.3	-5.7
20091031/1200	4	4	-3.6	-5.7
20091101/1200	0.2	0	-1.2	0
20091102/1200	1.2	6.3	0.8	2.4
20091103/1200	2.1	1	-3.4	-3.4
20091104/1200	0	0	-1.4	-4.1
20091105/1200	5	1.4	-3.7	-7.1
20091106/1200	0	0.1	-5.2	-6.3
20091107/1200	0.1	0	-1.2	-2.7
20091108/1200	1.5	0	-1.1	-5.6
20091109/1200	0	0	-3.2	-2.8
20091110/1200	0	0.5	1.8	2.4
20091111/1200	0	10.1	3.5	3.7
20091112/1200	0	32.5	2.6	-0.8
20091113/1200	1.4	15.6	-7.4	-9.2
20091114/1200	0.1	0	-10.6	-14.4
20091115/1200	0	0	-10.7	-14.2
20091116/1200	0	0	-6.8	-7.4
20091117/1200	0.2	0	0.2	-0.7
20091118/1200	0.1	1.5	2.3	0.7
20091119/1200	1.2	0.4	-2.8	-5.1
20091120/1200	0	0	-4	-4.5
20091121/1200	0	0	-0.2	-1
20091122/1200	0	0	-0.3	-0.6
20091123/1200	0	0	-0.5	-1.9
20091124/1200	0	0	-3	-3.8
20091125/1200	0	0	-1.8	-3.8
20091126/1200	0	0	1.3	0.2
20091127/1200	2.4	2.6	2.1	0.6
20091128/1200	0	0	0.5	-2
20091129/1200	0.1	0.2	-1.4	-4.5
20091130/1200	0.2	0	-1.1	-4.1
20091201/1200	0	0	-1.5	-3.4
20091202/1200	0	0	-5.2	-5.9
20091203/1200	0	0	-7.9	-9.8
20091204/1200	0	0	-7.6	-5.5
20091205/1200	0	0.1	-2.1	-1.5
20091206/1200	3.4	1.3	-1.6	-2.7
20091207/1200	0.4	0.2	-3.6	-3
20091208/1200	0	1.7	-2.3	1.6
20091209/1200	0	1	-2.1	0.7
20091210/1200	0	0	2.5	1.6
20091211/1200	11.3	17.2	2	0.8
20091212/1200	0	0.1	-1	-0.3
20091213/1200	0	1.1	-4	-2.4
20091214/1200	0	0	-4.3	-2.7
20091215/1200	2	0	-0.2	-0.1
20091216/1200	0.1	1.6	-1.3	-3.8
20091217/1200	0.2	0	-4.4	-2.9
20091218/1200	7.6	5.2	-3.1	-2
20091219/1200	2.6	0	-5.9	-4.4
20091220/1200	0	0	-8.3	-8.1
20091221/1200	0	0	-7.3	-7
20091222/1200	0	0	-4.6	-3.9
20091223/1200	0.1	0	-4.5	-4.1
20091224/1200	0	0	-11.2	-9.5
20091225/1200	0	0	-14.4	-12.2
20091226/1200	0	0	-12.5	-11.8
20091227/1200	0.2	0	-14.3	-13.2
20091228/1200	0	0	-14.4	-12.3
20091229/1200	0.1	0.1	-12.5	-14.6
20091230/1200	0	0	-6.8	-10.1
20091231/1200	0.1	0	-6.2	-8.5
20100101/1200	0	0	-4.8	-3.1
20100102/1200	0.1	0.1	-6.4	-7.9
20100103/1200	1	1	-14	-13.1
20100104/1200	0	0.5	-15.2	-14.7
20100105/1200	0	0	-16.1	-14.5
20100106/1200	0.2	0	-11.5	-9.7
20100107/1200	1	2.9	-9	-12.6
20100108/1200	0.9	1.1	-14.8	-15.8
20100109/1200	1.1	1.6	-13.4	-16.8
20100110/1200	0.1	0.5	-13.5	-15.2
20100111/1200	2.4	1	-18.5	-20.4
20100112/1200	0.1	1.9	-15.7	-17.2
20100113/1200	0	0	-11.7	-9
20100114/1200	0.3	0.5	-4.6	-3.8
20100115/1200	5.9	7.5	2.3	-0.6
20100116/1200	2.1	16.1	2.2	1.4
20100117/1200	9.3	23	2.2	0
20100118/1200	16.9	17.5	3.4	1.4
20100119/1200	4.9	14.7	-0.8	-2
20100120/1200	4.1	7.6	-9.6	-13.2
20100121/1200	1.2	2.7	-12	-11
20100122/1200	5.4	9.9	1.8	-1.5
20100123/1200	4.2	2	0.4	-0.2
20100124/1200	0	2.5	0.4	0.3
20100125/1200	0	1.2	2.1	0.8
20100126/1200	4.6	7.3	-5.1	-5.7
20100127/1200	1.9	1.5	-12.1	-10.8
20100128/1200	1	0	-12.5	-11.7
20100129/1200	0	0	-8.4	-9.3
20100130/1200	0	0.3	-5.5	-6.9
20100131/1200	0	0.2	-3.5	-5.3
20100201/1200	0	0.6	-2.4	-3.8
20100202/1200	0	0	-5.8	-7.8
20100203/1200	0	0	-6.1	-7.8
20100204/1200	0	0	-2.1	-3.8
20100205/1200	0.3	0	-3.4	-4.1
20100206/1200	0.1	0	-9.8	-9
20100207/1200	0	0	-10.9	-9.4
20100208/1200	0	0	-8.8	-4.3
20100209/1200	0	0.9	-5.8	-5
20100210/1200	0	0	-4.9	-6.3
20100211/1200	0	0	-5	-6.8
20100212/1200	0	1.4	-3.1	-4.1
20100213/1200	0	2.3	-6.4	-7.5
20100214/1200	0	0	-11.5	-11.2
20100215/1200	0	0	-13	-13.3
20100216/1200	0	0	-14.2	-14
20100217/1200	0	0	-13.2	-12.3
20100218/1200	0	0	-15.5	-14.8
20100219/1200	0	0	-16.9	-16.2
20100220/1200	0	0	-16.1	-16.6
20100221/1200	0	0	-17.7	-17.7
20100222/1200	0	0	-20.4	-18.5
20100223/1200	0	0	-19.9	-19.4
20100224/1200	0	0	-8.8	-8.5
20100225/1200	1	0	-11.3	-12.9
20100226/1200	0	0	-11.7	-14.5
20100227/1200	0	0	-11.2	-11.7
20100228/1200	0	0	-13.2	-15.4
20100301/1200	0	0	-15	-13.8
20100302/1200	0	0.2	-14.1	-11.6
20100303/1200	2.2	5.5	-15.2	-16.1
20100304/1200	0	0	-18.5	-20.3
20100305/1200	0.2	0	-22.4	-20.2
20100306/1200	0.1	0.2	-9.5	-8.5
20100307/1200	5.6	8.8	-4.2	-5.6
20100308/1200	3.1	8.2	-14.1	-15.9
20100309/1200	0.1	0.5	-15.3	-16.2
20100310/1200	0	1.7	-13.5	-17.1
20100311/1200	0	0	-12.5	-13.2
20100312/1200	0.1	0	-10.2	-10.7
20100313/1200	0	0	-13.3	-12
20100314/1200	0	0	-18	-15
20100315/1200	0	0	-18.8	-13.7
20100316/1200	0	0	-19	-16.4
20100317/1200	0	0	-19.4	-17
20100318/1200	0	0.3	-17.9	-15.1
20100319/1200	0	0	-18	-14.3
20100320/1200	0	0	-19	-14.1
20100321/1200	1	0.1	-11.3	-9.7
20100322/1200	0.2	0	-14.6	-12.4
20100323/1200	0	0	-19.4	-14.5
20100324/1200	0	0	-18.8	-13.7
20100325/1200	0.3	0.1	-18.4	-13.8
20100326/1200	0	0	-18.1	-15.6
20100327/1200	0	0	-19.7	-15.9
20100328/1200	0	0	-18.1	-14.1
20100329/1200	0	0	-17.9	-12.8
20100330/1200	0	0	-15.6	-14.3
20100331/1200	0	0	-8.9	-8.8
20100401/1200	0	0	-10.1	-10.3
20100402/1200	0	0	-11.3	-10.7
20100403/1200	0	0	-8.2	-8.8
20100404/1200	0	0	-3.4	-3.4
20100405/1200	0	0	-6	-1.2
20100406/1200	0	0.3	-2	0.5
20100407/1200	0	0	-2.9	-1.1
20100408/1200	0	0	-2.3	-2.7
20100409/1200	0	0	-1.3	-2.1
20100410/1200	0	6	-2.4	-4.3
20100411/1200	0	1.9	-4.8	-6.3
20100412/1200	2.6	1.2	-5.7	-7
20100413/1200	0	0	-12.1	-14.1
20100414/1200	0	0	-12.4	-10.5
20100415/1200	0	0	-8.4	-10.5
20100416/1200	0.4	0	-8.1	-9
20100417/1200	0	0	-9.1	-9.5
20100418/1200	0	0	-8.4	-10
20100419/1200	0	0	-8.7	-9.6
20100420/1200	0	0	-9.3	-10
20100421/1200	0	0.1	-11.5	-12.3
20100422/1200	1.2	1	-14.4	-13.8
20100423/1200	0	0.5	-11.7	-10.6
20100424/1200	0.3	0	-11.8	-11
20100425/1200	0	0	-10.9	-8
20100426/1200	0	0	-7.4	-5.9
20100427/1200	0.4	2.3	-4.1	-6.1
20100428/1200	0.2	0	-3.2	-5.5
20100429/1200	0	0	-8.2	-9
20100430/1200	0	0	-9.7	-9.1
20100501/1200	0	0.1	-6.1	-7.4
20100502/1200	0	0	-2	-3.3
20100503/1200	0	0	-1.7	-2
20100504/1200	0	0	-2.7	-2.6
20100505/1200	0	0	-2.2	-1.5
20100506/1200	0	0.1	1.5	1.1
20100507/1200	1	0.6	2.8	1.7
20100508/1200	0	0.5	0.1	-0.3
20100509/1200	0	0.3	-2.2	-2.3
20100510/1200	0	0	-4.7	-5
20100511/1200	0.9	0	-3.8	-4
20100512/1200	0	0	0.4	0.5
20100513/1200	0	0	0.4	0.1
20100514/1200	0	0	0.3	-0.6
20100515/1200	0	0	0.2	-0.6
20100516/1200	0	0	2.1	1.3
20100517/1200	0	0	2.6	1.6
20100518/1200	0	0	2.5	1.9
20100519/1200	3	4	2.8	1.8
20100520/1200	0.3	7.4	1.7	0.5
20100521/1200	0	0	1.4	1.4
20100522/1200	0.2	0	1.9	1.3
20100523/1200	0.8	2	2.5	1.8
20100524/1200	0	0	0.6	1.4
20100525/1200	0	0	0.3	1
20100526/1200	0	0	0.6	1
20100527/1200	0	0	0.2	0.1
20100528/1200	0	0	-0.4	0.1
20100529/1200	0	0	1.2	0.8
20100530/1200	0	1.2	0.1	0
20100531/1200	0.2	5.6	0.3	-0.3
20100601/1200	0.2	0	0.6	-0.8
20100602/1200	0	0.3	0	-0.7
20100603/1200	0	0	0.7	1.2
20100604/1200	0.3	0	1.2	1.1
20100605/1200	0	0	1.6	0.1
20100606/1200	0	0	0.9	-0.5
20100607/1200	0	0	0.7	-0.1
20100608/1200	0	0.3	0.9	1.4
20100609/1200	0	0	2.3	2.6
20100610/1200	0	0	2.6	1.8
20100611/1200	0	0	3.5	1.8
20100612/1200	0	0	3.5	3.2
20100613/1200	0	0.2	4.1	1.8
20100614/1200	0	1.5	3.4	1.5
20100615/1200	0	0	3.1	0.4
20100616/1200	0	0	3.6	0.5
20100617/1200	0	0.7	2.4	1.4
20100618/1200	0.1	0	3	3.6
20100619/1200	0.2	0	3.2	3.9
20100620/1200	0	0	4.2	4.7
20100621/1200	3.5	2	5.7	7.8
20100622/1200	0	0	5.7	6.8
20100623/1200	0	0	4.6	2.8
20100624/1200	0	0	6.4	4.3
20100625/1200	0	0	4.2	2.2
20100626/1200	0	0	5.7	5.4
20100627/1200	0	0	8.1	7.8
20100628/1200	0	0	8	7.9
20100629/1200	0	0	5.3	5.6
20100630/1200	0	0	6.7	4.9
20100701/1200	0	0	6	4
20100702/1200	0	0	4.5	4.3
20100703/1200	0.1	0	5.4	3.5
20100704/1200	0	0.3	4.5	4.7
20100705/1200	0	0	5.4	4.7
20100706/1200	0	0	7	5.4
20100707/1200	0	0	8.6	7
20100708/1200	0	0	7.9	7.2
20100709/1200	0	0	9.3	8.3
20100710/1200	0	0.3	9.4	7.1
20100711/1200	0	0.5	8.4	7.1
20100712/1200	3.5	1	7.5	6.5
20100713/1200	0	0	10.5	6.4
20100714/1200	0	0	8.7	5.8
20100715/1200	0	0	7.1	5.6
20100716/1200	0	0	6.4	7.6
20100717/1200	0	0	6.1	7.3
20100718/1200	0	0	6.8	6.3
20100719/1200	0.6	1.1	5.8	5.3
20100720/1200	4.4	2.4	4.6	5.3
20100721/1200	0.1	0	5	5.1
20100722/1200	0	0	5.1	4.9
20100723/1200	0.5	0	5.1	5.2
20100724/1200	0.9	0	5.8	5.8
20100725/1200	0.4	0	5.5	6
20100726/1200	0.7	0.8	6.2	4.8
20100727/1200	0.2	0.4	5.1	4.9
20100728/1200	1	0.7	7	4.7
20100729/1200	0	0	6.5	5.4
20100730/1200	0	0	6.7	6.6
20100731/1200	0.1	0	6.4	5.1
20100801/1200	0	0	7.3	6.4
20100802/1200	0	0	6.4	5.1
20100803/1200	0	0	5.1	5.3
20100804/1200	0	0	5.3	4.9
20100805/1200	0	0	6.9	6.2
20100806/1200	0	0	6.3	6.1
20100807/1200	0.1	0	6	5.6
20100808/1200	2	0.3	6.6	4.2
20100809/1200	0.4	1.6	5.9	4.3
20100810/1200	0	1.7	4.2	2.8
20100811/1200	0	0	4.1	2.3
20100812/1200	1	2.7	4.5	2.4
20100813/1200	0.8	1.1	5	2.3
20100814/1200	2.5	0.3	2.5	0.3
20100815/1200	4	0.9	1.8	1
20100816/1200	2.5	0	2.3	0.2
20100817/1200	0	0	3.8	1.4
20100818/1200	0	0	5.7	3.5
20100819/1200	0	0	6.7	5.6
20100820/1200	0	0	8.5	7.5
20100821/1200	0	0	7.2	6.6
20100822/1200	0	0	6.5	5.5
20100823/1200	0	0	5.8	3.1
20100824/1200	0	0	4.7	2.6
20100825/1200	0	0	3.1	2.4
20100826/1200	0	0	3.8	1.4
20100827/1200	0	0	3.3	2
20100828/1200	0	1.3	2.3	0.8
20100829/1200	0	0	2.7	1.3
20100830/1200	0	1.5	2.8	1.3
20100831/1200	0	0	3.2	2
20100901/1200	0	0.8	4	1.8
20100902/1200	1.5	0.7	3.1	1.2
20100903/1200	0	1.1	3.8	2.9
20100904/1200	0.4	0.4	3.3	1.8
20100905/1200	0.5	0	2.2	1.8
20100906/1200	0.4	2.1	2.9	1.6
20100907/1200	0.3	0	2.2	0.4
20100908/1200	0	0.5	1.5	0.1
20100909/1200	0.1	0	1.4	1.2
20100910/1200	0.6	0	2.5	1.6
20100911/1200	0	0.6	0.3	0.7
20100912/1200	0	0	-0.1	-0.6
20100913/1200	0	0	4.8	2.5
20100914/1200	0	0	4.3	3.5
20100915/1200	0	0	-0.5	0.9
20100916/1200	0	0	2.2	0.1
20100917/1200	0	0	3.1	0.4
20100918/1200	0	1.4	2.4	0.5
20100919/1200	0	0	1.6	1.2
20100920/1200	0	0	1.1	0.5
20100921/1200	0	0	2.6	1.8
20100922/1200	0.8	1.2	3.2	2.3
20100923/1200	0.1	2	3.9	2.2
20100924/1200	0	0	1.3	0.7
20100925/1200	0	0	-1.2	-1.9
20100926/1200	0	0	-1.4	0
20100927/1200	0.1	4.2	1	1.1
20100928/1200	0.5	0.5	1.3	4.1
20100929/1200	0	0	1.7	0
20100930/1200	2.5	0.9	0.4	0.7
20101001/1200	0.1	3.5	3.9	3.7
20101002/1200	3.1	8	3.2	0.6
20101003/1200	2.3	0	0.9	1.2
20101004/1200	0	4.1	3.3	3.2
20101005/1200	0.4	4.6	4.7	3.2
20101006/1200	1.3	7.2	1.9	0.9
20101007/1200	2.4	6.5	6.2	5.1
20101008/1200	2.8	3.5	3.3	4.3
20101009/1200	2.3	1	2.9	1.9
20101010/1200	2	2	0.5	-3.2
20101011/1200	6.7	3.7	-2.1	-4.7
20101012/1200	0	0	-2.7	-3.6
20101013/1200	0	0	-4	-3.8
20101014/1200	0	0	-6.7	-3.8
20101015/1200	0	0.4	-6	-6.5
20101016/1200	0	0	-6.2	-6
20101017/1200	0	1.5	-6.4	-7.5
20101018/1200	1.9	0.2	-7.2	-8.8
20101019/1200	9.5	3.3	-1.8	-2.6
20101020/1200	0	1.5	-1.1	-2
20101021/1200	0	0	-1.4	-4.1
20101022/1200	0.3	0	-1.1	-3.1
20101023/1200	0.2	0	-3.5	-4.7
20101024/1200	0	0	-5.9	-5.9
20101025/1200	0	0	-6.5	-6.9
20101026/1200	0.1	0.1	-7.4	-7.6
20101027/1200	0	0	-9.7	-8.5
20101028/1200	0.1	0	-9.1	-8.4
20101029/1200	0.1	0	-10.1	-9.9
20101030/1200	0	0	-12.1	-9.3
20101031/1200	0	0	-10.9	-9.8
20101101/1200	0	0	-10	-11
20101102/1200	0	0	-8.1	-12
20101103/1200	0.2	0	-6.3	-10.3
20101104/1200	0	0	-6.8	-7.5
20101105/1200	1.1	9.3	-4.7	-7.4
20101106/1200	0.7	2	-12.3	-15.2
20101107/1200	0	0	-15.9	-17.2
20101108/1200	0	0.2	-14.8	-16.7
20101109/1200	0.1	1.5	-13.6	-13.8
20101110/1200	0	2.6	-13.1	-13.4
20101111/1200	0	0	-8.6	-9.8
20101112/1200	1.8	0	-10.5	-14
20101113/1200	0	0	-9.3	-10.9
20101114/1200	0	0	-10.4	-9.4
20101115/1200	0	0	-10	-9.1
20101116/1200	0.3	2.8	-5	-6.1
20101117/1200	0.7	2.8	-11.3	-13.4
20101118/1200	0	0	-15.5	-15.5
20101119/1200	0.1	0.5	-9.8	-9.1
20101120/1200	0.7	1.3	-7.6	-9.5
20101121/1200	0	0.5	-15	-17.7
20101122/1200	0.5	0.9	-20.9	-19.2
20101123/1200	0	0	-17.7	-15.2
20101124/1200	0.2	0.7	-17.1	-15.4
20101125/1200	0	0	-14.8	-14.6
20101126/1200	0	0	-15.8	-13.7
20101127/1200	0	0	-13.9	-8.5
20101128/1200	0.2	2.3	-4.8	-3.3
20101129/1200	1.5	8.4	-2.1	-4
20101130/1200	1.2	0.8	-5.2	-6.3
20101201/1200	0.4	0.8	-8.2	-5.7
20101202/1200	0.2	0.4	-14.2	-12.5
20101203/1200	0	0	-14.9	-11.4
20101204/1200	0.2	0.1	-14.9	-12.7
20101205/1200	0.1	0	-15.2	-14
20101206/1200	0	0	-15.2	-14.6
20101207/1200	0	0	-16	-15.6
20101208/1200	0	0	-18	-18.4
20101209/1200	0.1	0	-16.2	-19.8
20101210/1200	0.1	1	-18.7	-18.2
20101211/1200	0	0	-10.7	-10.2
20101212/1200	0	0	-11.4	-9.2
20101213/1200	0	0	-10.2	-6.8
20101214/1200	0	0.9	-4.6	-2.8
20101215/1200	2.2	4.1	-9.7	-12.4
20101216/1200	0.5	0.8	-1.7	-1.7
20101217/1200	2.2	0	-0.4	-1.9
20101218/1200	0.1	0	-2.9	-3.7
20101219/1200	0.4	3.3	-12.3	-13.3
20101220/1200	0.2	0	-18	-16.6
20101221/1200	0	0	-15.3	-12.7
20101222/1200	0	0	-15.6	-13.6
20101223/1200	0.2	0.4	-7.2	-6.3
20101224/1200	0	0.6	-7.1	-8.3
20101225/1200	0	0.7	-7.9	-9.1
20101226/1200	0	0	-15.1	-16.1
20101227/1200	0.1	0	-15.2	-16
20101228/1200	1	1	-12.6	-10.9
20101229/1200	1.2	3.7	-6	-5.2
20101230/1200	0.2	0.2	-9.9	-6.2
20101231/1200	0.1	0	-15.7	-11.6
20110101/1200	0	0	-20	-17
20110102/1200	0	0	-20.2	-13.6
20110103/1200	0	0	-11.6	-6.3
20110104/1200	2.5	1.8	-12.6	-14
20110105/1200	0.3	0	-22.4	-21
20110106/1200	0	0	-25.2	-19.7
20110107/1200	0	0	-19.9	-15.9
20110108/1200	1.4	0	-8.4	-8.8
20110109/1200	0.2	0	-11.9	-12.1
20110110/1200	0	0	-11.5	-11.3
20110111/1200	0	0	-14.8	-12.8
20110112/1200	0	0	-19.8	-16.2
20110113/1200	0	0	-20.9	-17.8
20110114/1200	0.2	1.5	-15.1	-13.4
20110115/1200	0	0	-12.8	-10.3
20110116/1200	0	0	-12	-10.4
20110117/1200	0.9	0.1	-10.9	-12.2
20110118/1200	0.1	0.2	-4.6	-5
20110119/1200	0.2	0.4	-5.7	-6.7
20110120/1200	0.3	0.3	-1.7	-4.4
20110121/1200	1	10.2	-2.2	-4.8
20110122/1200	0.5	3.1	-10.7	-13.3
20110123/1200	0	0	-20	-18.1
20110124/1200	0	0	-20.8	-17.1
20110125/1200	0	0	-10.9	-8.2
20110126/1200	1.7	3.3	-12.5	-14.1
20110127/1200	0	0	-17.6	-17.1
20110128/1200	0.1	0.1	-19.4	-16.8
20110129/1200	0.9	0.3	-20.9	-23.4
20110130/1200	0	0	-28.3	-25.1
20110131/1200	0	0	-26.4	-24.1
20110201/1200	0	0	-24.4	-21.3
20110202/1200	0	0	-19.1	-17.9
20110203/1200	0	0	-17.2	-16.9
20110204/1200	0	0	-10.4	-12
20110205/1200	0	0	-8.7	-10
20110206/1200	0	0	-8.3	-9.1
20110207/1200	0	0	-12.8	-13.1
20110208/1200	0	0	-19.8	-20.1
20110209/1200	0	0	-24.5	-20.5
20110210/1200	0	0	-16.4	-8
20110211/1200	1.2	1	-9.1	-4.1
20110212/1200	0.1	0.1	-6.5	-5.2
20110213/1200	0	0	-14.5	-5.1
20110214/1200	0	0	-15.9	-7.5
20110215/1200	0	0	-17.7	-6.9
20110216/1200	0	0	-19	-8.7
20110217/1200	0	0	-15.4	-6.6
20110218/1200	0.7	0	-8.8	-5.6
20110219/1200	0.5	3.5	-5.3	-5.9
20110220/1200	0.2	2.5	-8.1	-9.7
20110221/1200	3.3	17.2	-3.5	-8.5
20110222/1200	4	9.6	-24.6	-24.5
20110223/1200	0	0	-18.3	-16.7
20110224/1200	0.4	0	-11.9	-13.9
20110225/1200	5	6.5	-1.8	-2.7
20110226/1200	0.2	18.6	2	1.2
20110227/1200	2.6	19.3	-5.4	-7.5
20110228/1200	1	2.2	-11.2	-11.4
20110301/1200	0	0.6	-7	-5.7
20110302/1200	1.6	1.5	-5.4	-4.7
20110303/1200	1.3	3.4	-8.5	-9.6
20110304/1200	2.3	0	-11.2	-12.5
20110305/1200	0.1	0	-16.3	-15.5
20110306/1200	0.1	2.5	-12.2	-14.8
20110307/1200	0.2	0	-6.6	-7.2
20110308/1200	0.2	0.1	-5.2	-5.1
20110309/1200	0.2	0	-4.3	-4.4
20110310/1200	1.6	0	-8	-8.8
20110311/1200	1.6	0	-18.6	-19
20110312/1200	0	0	-24.2	-22.8
20110313/1200	0	0	-23	-20.9
20110314/1200	0.6	0	-15.6	-16.3
20110315/1200	0	0	-2.9	-4.2
20110316/1200	3.7	15	0.6	-0.4
20110317/1200	2.7	8	0.6	-1.1
20110318/1200	24	31.1	-7.8	-10.2
20110319/1200	1.1	5.5	-3.8	-6.2
20110320/1200	1.9	5	-9	-11.6
20110321/1200	0.2	4.8	-15.2	-16.7
20110322/1200	0	0	-20.6	-17.6
20110323/1200	0	8.4	-17.4	-18.3
20110324/1200	0.4	0.5	-18.8	-18.9
20110325/1200	0	1	-18.2	-17.7
20110326/1200	0	0	-20.1	-18.1
20110327/1200	0	0	-17.6	-14.5
20110328/1200	0	0	-16.3	-16
20110329/1200	0	0.3	-18.9	-17.8
20110330/1200	0	0.5	-21.4	-19.2
20110331/1200	0	0	-21.1	-19.6
20110401/1200	0	0	-19.4	-14.8
20110402/1200	0	0	-8.6	-7.4
20110403/1200	0	0	-10.6	-7.2
20110404/1200	0	0.1	-8.7	-7
20110405/1200	0	0.4	-8.7	-6.4
20110406/1200	2.1	4.3	-12.6	-16.2
20110407/1200	0	0	-15.3	-16.5
20110408/1200	0	0	-10.4	-7.7
20110409/1200	0	0	-6.6	-5.9
20110410/1200	1.1	2.7	-7.6	-9.8
20110411/1200	0.8	11.3	-2.5	-4.4
20110412/1200	2.4	6.6	-5	-9.1
20110413/1200	0	0.1	-6.3	-7.5
20110414/1200	4	0.4	-9.3	-7.8
20110415/1200	0	0	-4.7	-2.5
20110416/1200	0.2	0	-3.6	-2.3
20110417/1200	0.5	0	-4.7	-3.9
20110418/1200	0	0	-7.9	-7.4
20110419/1200	0	0	-9.9	-7.6
20110420/1200	0.2	1.1	-5.1	-4
20110421/1200	2	0	-0.2	-0.3
20110422/1200	2	0.5	-2.5	-2.8
20110423/1200	0.2	0	-2.7	-3
20110424/1200	0.2	0.3	-1.1	3.8
20110425/1200	0.3	3.6	1.5	2.5
20110426/1200	0.6	1.7	0.6	0.9
20110427/1200	0	0	-2	-2.1
20110428/1200	0	0	-0.8	-1.4
20110429/1200	0	0.5	-0.8	-0.9
20110430/1200	0	0	0.1	0.4
20110501/1200	0	0	1.8	1.9
20110502/1200	0.5	5	1.4	1.7
20110503/1200	3.6	7.5	0.6	-1.8
20110504/1200	3	0.1	-3.8	-4.5
20110505/1200	0	0	-4.3	-3.7
20110506/1200	0	0	0.1	0.4
20110507/1200	0	0	-0.2	0.4
20110508/1200	0.2	0.2	-1.2	-2.7
20110509/1200	1.5	3.4	-5.2	-7.1
20110510/1200	0	0.3	-5.8	-7.7
20110511/1200	0	0	-5.7	-5.1
20110512/1200	0	0	-3.2	-1.3
20110513/1200	0	0	-0.1	0.7
20110514/1200	0	0	0.7	-0.1
20110515/1200	0	1.4	-1.5	-3.9
20110516/1200	0	0	-6.1	-5.4
20110517/1200	0	0	-4.8	-5.3
20110518/1200	0	0	-5	-6.6
20110519/1200	0	0	-4.9	-5.4
20110520/1200	0	0.2	-4.2	-5.5
20110521/1200	0	1	-2.4	-3.6
20110522/1200	0	0	-1.3	-2
20110523/1200	0	0	-0.6	-1.6
20110524/1200	0	0	0.3	-0.2
20110525/1200	0	0	-3.5	-1.7
20110526/1200	0	0	-2.2	-2.1
20110527/1200	0	0.5	0.8	-0.4
20110528/1200	0	1.7	1.9	0.8
20110529/1200	0	0.3	1.9	1.9
20110530/1200	0	0	3	2.6
20110531/1200	0.3	0	3.6	3.8
20110601/1200	2.1	0.8	2.3	2.3
20110602/1200	0.6	1.7	2	0.6
20110603/1200	0.3	0	1.7	1.1
20110604/1200	0	0.2	2.2	1.4
20110605/1200	0	0	2.5	2.1
20110606/1200	0.3	0	3.3	2.4
20110607/1200	0.1	0	2.6	1.8
20110608/1200	0	0	3.1	0.9
20110609/1200	0	0	2.6	-0.3
20110610/1200	0	0	2.4	0.8
20110611/1200	0	0	3.7	3.2
20110612/1200	0	0	5.3	4.3
20110613/1200	0	0	6.6	5.5
20110614/1200	0	0	8.1	6.5
20110615/1200	0	0	7.2	5.8
20110616/1200	0	0	3.6	3.4
20110617/1200	0	0	3.1	2.8
20110618/1200	0	0	3.8	2.7
20110619/1200	0	0	6.5	5.4
20110620/1200	0	0	6.3	5.9
20110621/1200	0	0	6.4	5.2
20110622/1200	0	0	9.8	6.7
20110623/1200	0	0	7.4	6.8
20110624/1200	0	0	6.3	5.8
20110625/1200	0	0	6.5	6.7
20110626/1200	0	0	7.9	4.8
20110627/1200	0	0	5.3	4.2
20110628/1200	0	0	5.2	3.4
20110629/1200	0.1	0.4	6.1	5.1
20110630/1200	0	0	5.6	5.3
20110701/1200	0	0.1	6.4	5
20110702/1200	0.3	0.1	7.6	6.5
20110703/1200	0	0	6.9	7
20110704/1200	0.1	0	7.6	6.5
20110705/1200	0	0	5.6	3
20110706/1200	4.6	1.6	6.2	4.3
20110707/1200	1.3	4	5.7	3.8
20110708/1200	1.3	5.4	6.6	5.9
20110709/1200	0	0	7.4	6.6
20110710/1200	0.1	0.1	7	7.1
20110711/1200	2.6	11.1	6.7	6.6
20110712/1200	0	0	5.7	4.7
20110713/1200	0	1.4	6.5	5
20110714/1200	0	0	7.1	5.6
20110715/1200	2.1	0.2	8.7	8.2
20110716/1200	0	0	7.2	7
20110717/1200	0	0	6.8	5.9
20110718/1200	0.2	0	8.1	6.3
20110719/1200	0	0	10	7
20110720/1200	0	0	8.5	8.4
20110721/1200	0.2	0	7.3	7.6
20110722/1200	0	0	8.4	6.5
20110723/1200	0	0.2	6.2	5.8
20110724/1200	0.7	0.5	6	4.9
20110725/1200	0	0	8.3	6.2
20110726/1200	0	0	6.8	7.6
20110727/1200	0	0	4.9	6.5
20110728/1200	0	0	4.9	6.5
20110729/1200	0.1	0	6.4	8.4
20110730/1200	0	0	6.7	8.2
20110731/1200	0	0	5.8	7.6
20110801/1200	0	0	4.1	6.2
20110802/1200	0	0	5.5	5.8
20110803/1200	0	0.3	6.9	6.8
20110804/1200	0.1	0	6.8	5
20110805/1200	0	0	7.2	6.1
20110806/1200	0	0	7.9	7
20110807/1200	0	0	7	7.4
20110808/1200	0	0	7.3	7
20110809/1200	0	0	8.3	7.3
20110810/1200	0.7	0	5.3	3.8
20110811/1200	0.4	4.7	3.5	1.3
20110812/1200	2.2	10.5	4.5	3.2
20110813/1200	0.1	6.5	6	4
20110814/1200	0.3	3.5	5.4	4.3
20110815/1200	0.4	1.2	8.5	6
20110816/1200	0	0.2	8.9	8.6
20110817/1200	0	0	13.7	9.8
20110818/1200	0	0	13.6	9.7
20110819/1200	0	0	9.8	9.7
20110820/1200	0	0	9.1	8.5
